time,SO2,O3,NO2,CO
1/1/2022,,0.031,0.013,
1/2/2022,,0.035,0.017,
1/3/2022,,0.028,0.018,
1/4/2022,,0.034,0.021,
1/5/2022,,0.033,0.014,
1/6/2022,,0.031,0.017,
1/7/2022,,0.029,0.01,
1/8/2022,,0.023,0.007,
1/9/2022,,0.033,0.015,
1/10/2022,,0.025,0.014,
1/11/2022,,0.034,0.017,
1/12/2022,,0.029,0.017,
1/13/2022,,0.03,0.018,
1/14/2022,,0.011,0.019,
1/15/2022,,0.012,0.018,
1/16/2022,,0.035,0.017,
1/17/2022,,0.029,0.015,
1/18/2022,,0.038,0.02,
1/19/2022,,0.035,0.016,
1/20/2022,,0.043,0.02,
1/21/2022,,0.021,0.013,
1/22/2022,,0.038,0.012,
1/23/2022,,0.043,0.017,
1/24/2022,,0.039,0.023,
1/25/2022,,0.044,0.021,
1/26/2022,,0.046,0.015,
1/27/2022,,0.045,0.025,
1/28/2022,,0.044,0.029,
1/29/2022,,0.037,0.016,
1/30/2022,,0.048,0.017,
1/31/2022,,0.038,0.017,
2/1/2022,,0.031,0.012,
2/2/2022,,0.038,0.023,
2/3/2022,,0.036,0.029,
2/4/2022,,0.044,0.023,
2/5/2022,,0.041,0.015,
2/6/2022,,0.047,0.023,
2/7/2022,,0.049,0.021,
2/8/2022,,0.051,0.019,
2/9/2022,,0.048,0.019,
2/10/2022,,0.058,0.024,
2/11/2022,,0.056,0.02,
2/12/2022,,0.059,0.017,
2/13/2022,,0.06,0.019,
2/14/2022,,0.056,0.024,
2/15/2022,,0.036,0.009,
2/16/2022,,0.04,0.016,
2/17/2022,,0.048,0.018,
2/18/2022,,0.047,0.023,
2/19/2022,,0.051,0.017,
2/20/2022,,0.054,0.013,
2/21/2022,,0.042,0.01,
2/22/2022,,0.041,0.007,
2/23/2022,,0.034,0.009,
2/24/2022,,0.039,0.023,
2/25/2022,,0.045,0.019,
2/26/2022,,0.048,0.018,
2/27/2022,,0.051,0.017,
2/28/2022,,0.051,0.016,
3/1/2022,,0.05,0.023,
3/2/2022,,0.054,0.016,
3/3/2022,,0.052,0.013,
3/4/2022,,0.043,0.005,
3/5/2022,,0.042,0.006,
3/6/2022,,0.043,0.013,
3/7/2022,,0.046,0.015,
3/8/2022,,0.053,0.028,
3/9/2022,,0.055,0.017,
3/10/2022,,0.046,0.007,
3/11/2022,,0.053,0.018,
3/12/2022,,0.058,0.016,
3/13/2022,,0.05,0.004,
3/14/2022,,0.057,0.02,
3/15/2022,,0.043,0.014,
3/16/2022,,0.047,0.005,
3/17/2022,,0.05,0.013,
3/18/2022,,0.052,0.019,
3/19/2022,,0.037,0.009,
3/20/2022,,0.045,0.011,
3/21/2022,,0.05,0.011,
3/22/2022,,0.064,0.017,
3/23/2022,,0.056,0.014,
3/24/2022,,0.061,0.013,
3/25/2022,,0.059,0.011,
3/26/2022,,0.06,0.01,
3/27/2022,,0.049,0.006,
3/28/2022,,0.042,0.005,
3/29/2022,,0.041,0.007,
3/30/2022,,0.044,0.006,
3/31/2022,,0.039,0.006,
4/1/2022,,0.053,0.008,
4/2/2022,,0.053,0.013,
4/3/2022,,0.055,0.013,
4/4/2022,,0.049,0.005,
4/5/2022,,0.051,0.005,
4/6/2022,,0.057,0.018,
4/7/2022,,0.066,0.025,
4/8/2022,,0.071,0.021,
4/9/2022,,0.052,0.007,
4/10/2022,,0.047,0.005,
4/11/2022,,0.048,0.003,
4/12/2022,,0.048,0.005,
4/13/2022,,0.056,0.005,
4/14/2022,,0.043,0.005,
4/15/2022,,0.04,0.007,
4/16/2022,,0.036,0.008,
4/17/2022,,0.051,0.007,
4/18/2022,,0.051,0.006,
4/19/2022,,0.045,0.008,
4/20/2022,,0.049,0.005,
4/21/2022,,0.039,0.007,
4/22/2022,,0.05,0.004,
4/23/2022,,0.048,0.009,
4/24/2022,,0.052,0.011,
4/25/2022,,0.068,0.012,
4/26/2022,,0.062,0.007,
4/27/2022,,0.064,0.009,
4/28/2022,,0.06,0.004,
4/29/2022,,0.06,0.006,
4/30/2022,,0.052,0.01,
5/1/2022,,0.058,0.005,
5/2/2022,,0.049,0.013,
5/3/2022,,0.058,0.011,
5/4/2022,,0.069,0.016,
5/5/2022,,0.058,0.013,
5/6/2022,,0.053,0.005,
5/7/2022,,0.05,0.003,
5/8/2022,,0.053,0.003,
5/9/2022,,0.048,0.004,
5/10/2022,,0.044,0.005,
5/11/2022,,0.047,0.005,
5/12/2022,,0.052,0.005,
5/13/2022,,0.051,0.006,
5/14/2022,,0.052,0.008,
5/15/2022,,0.05,0.01,
5/16/2022,,0.059,0.004,
5/17/2022,,0.059,0.005,
5/18/2022,,0.07,0.01,
5/19/2022,,0.05,0.008,
5/20/2022,,0.059,0.007,
5/21/2022,,0.059,0.013,
5/22/2022,,0.055,0.008,
5/23/2022,,0.064,0.008,
5/24/2022,,0.07,0.009,
5/25/2022,,0.079,0.022,
5/26/2022,,0.065,0.015,
5/27/2022,,0.057,0.005,
5/28/2022,,0.046,0.003,
5/29/2022,,0.047,0.004,
5/30/2022,,0.049,0.003,
5/31/2022,,0.055,0.006,
6/1/2022,,0.066,0.019,
6/2/2022,,0.049,0.011,
6/3/2022,,0.038,0.005,
6/4/2022,,0.049,0.005,
6/5/2022,,0.03,0.005,
6/6/2022,,0.06,0.005,
6/7/2022,,0.064,0.008,
6/8/2022,,0.038,0.007,
6/9/2022,,0.059,0.011,
6/10/2022,,0.062,0.01,
6/11/2022,,0.04,0.007,
6/12/2022,,0.033,0.007,
6/13/2022,,0.05,0.004,
6/14/2022,,0.057,0.007,
6/15/2022,,0.067,0.013,
6/16/2022,,0.059,0.006,
6/17/2022,,0.045,0.003,
6/18/2022,,0.044,0.004,
6/19/2022,,0.046,0.004,
6/20/2022,,0.056,0.007,
6/21/2022,,0.068,0.016,
6/22/2022,,0.064,0.016,
6/23/2022,,0.065,0.016,
6/24/2022,,0.071,0.019,
6/25/2022,,0.062,0.009,
6/26/2022,,0.056,0.009,
6/27/2022,,0.06,0.01,
6/28/2022,,0.054,0.008,
6/29/2022,,0.066,0.011,
6/30/2022,,0.063,0.013,
7/1/2022,,0.052,0.007,
7/2/2022,,0.055,0.005,
7/3/2022,,0.043,0.004,
7/4/2022,,0.035,0.005,
7/5/2022,,0.042,0.006,
7/6/2022,,0.042,0.005,
7/7/2022,,0.047,0.006,
7/8/2022,,0.055,0.011,
7/9/2022,,0.045,0.008,
7/10/2022,,0.058,0.012,
7/11/2022,,0.068,0.012,
7/12/2022,,0.066,0.009,
7/13/2022,,0.061,0.007,
7/14/2022,,0.058,0.013,
7/15/2022,,0.059,0.009,
7/16/2022,,0.061,0.009,
7/17/2022,,0.065,0.008,
7/18/2022,,0.059,0.014,
7/19/2022,,0.06,0.009,
7/20/2022,,0.065,0.01,
7/21/2022,,0.071,0.016,
7/22/2022,,0.063,0.007,
7/23/2022,,0.07,0.011,
7/24/2022,,0.07,0.006,
7/25/2022,,0.064,0.009,
7/26/2022,,0.068,0.007,
7/27/2022,,0.06,0.009,
7/28/2022,,0.059,0.009,
7/29/2022,,0.064,0.008,
7/30/2022,,0.06,0.007,
7/31/2022,,0.058,0.006,
8/1/2022,,0.047,0.008,
8/2/2022,,0.063,0.01,
8/3/2022,,0.051,0.008,
8/4/2022,,0.052,0.01,
8/5/2022,,0.056,0.009,
8/6/2022,,0.052,0.008,
8/7/2022,,0.051,0.009,
8/8/2022,,0.047,0.006,
8/9/2022,,0.053,0.009,
8/10/2022,,0.05,0.008,
8/11/2022,,0.055,0.009,
8/12/2022,,0.051,0.009,
8/13/2022,,0.056,0.008,
8/14/2022,,0.058,0.008,
8/15/2022,,0.067,0.015,
8/16/2022,,0.077,0.02,
8/17/2022,,0.074,0.014,
8/18/2022,,0.075,0.011,
8/19/2022,,0.069,0.01,
8/20/2022,,0.07,0.014,
8/21/2022,,0.076,0.01,
8/22/2022,,0.057,0.009,
8/23/2022,,0.047,0.011,
8/24/2022,,0.063,0.017,
8/25/2022,,0.067,0.012,
8/26/2022,,0.063,0.009,
8/27/2022,,0.061,0.013,
8/28/2022,,0.057,0.006,
8/29/2022,,0.058,0.007,
8/30/2022,,0.064,0.008,
8/31/2022,,0.066,0.008,
9/1/2022,,0.074,0.015,
