time,SO2,O3,NO2,CO
6/1/2022,0,0.063,0.007,0.275
6/2/2022,0,0.067,0.009,0.362
6/3/2022,0,0.067,0.008,0.339
6/4/2022,0,0.041,0.004,0.206
6/5/2022,0,0.051,0.004,0.194
6/6/2022,0,0.031,0.007,0.225
6/7/2022,0,0.043,0.008,0.304
6/8/2022,0,0.054,0.009,0.316
6/9/2022,0,0.071,0.009,0.33
6/10/2022,0,0.063,0.011,0.45
6/11/2022,0,0.055,0.008,0.366
6/12/2022,0,0.055,0.007,0.23
6/13/2022,0,0.029,0.006,0.226
6/14/2022,0,0.052,0.006,0.253
6/15/2022,0,0.057,0.007,0.269
6/16/2022,0,0.063,0.007,0.311
6/17/2022,0,0.058,0.004,0.228
6/18/2022,0,0.047,0.004,0.172
6/19/2022,0,0.052,0.005,0.238
6/20/2022,0,0.07,0.013,0.37
6/21/2022,0,0.071,0.011,0.39
6/22/2022,0,0.063,0.011,0.398
6/23/2022,0,0.072,0.01,0.355
6/24/2022,0,0.069,0.016,0.396
6/25/2022,0,0.063,0.009,0.342
6/26/2022,0,0.064,0.008,0.289
6/27/2022,0,0.068,0.015,0.505
6/28/2022,0.001,0.074,0.012,0.413
6/29/2022,0,0.07,0.005,0.278
6/30/2022,0,0.056,0.007,0.281
7/1/2022,0,0.061,0.007,0.303
7/2/2022,0,0.044,0.006,0.248
7/3/2022,0,0.044,0.004,0.178
7/4/2022,0,0.041,0.004,0.162
7/5/2022,0,0.046,0.005,0.217
7/6/2022,0,0.034,0.007,0.197
7/7/2022,0,0.037,0.006,0.216
7/8/2022,0,0.051,0.008,0.263
7/9/2022,0,0.054,0.009,0.279
7/10/2022,0,0.057,0.009,0.281
7/11/2022,0,0.051,0.006,0.282
7/12/2022,0,0.047,0.006,0.292
7/13/2022,0,0.052,0.006,0.21
7/14/2022,0,0.052,0.007,0.265
7/15/2022,0,0.06,0.009,0.293
7/16/2022,0,0.067,0.008,0.31
7/17/2022,0,0.063,0.01,0.353
7/18/2022,0,0.052,0.011,0.295
7/19/2022,0,0.055,0.012,0.377
7/20/2022,0,0.056,0.013,0.303
7/21/2022,0,0.046,0.011,0.314
7/22/2022,0,0.049,0.007,0.259
7/23/2022,0,0.052,0.006,0.255
7/24/2022,0,0.055,0.005,0.234
7/25/2022,0,0.055,0.006,0.589
7/26/2022,0,0.061,0.006,0.284
7/27/2022,0,0.062,0.006,0.237
7/28/2022,0,0.059,0.01,0.299
7/29/2022,0,0.045,0.008,0.287
7/30/2022,0,0.056,0.006,0.26
7/31/2022,0,0.054,0.007,0.264
8/1/2022,0,0.049,0.01,0.382
8/2/2022,0,0.042,0.009,0.236
8/3/2022,0,0.043,0.009,0.319
8/4/2022,0,0.044,0.01,0.294
8/5/2022,0,0.057,0.01,0.302
8/6/2022,0,0.042,0.007,0.206
8/7/2022,0,0.061,0.008,0.286
8/8/2022,0.001,0.048,0.012,0.324
8/9/2022,0.001,0.055,0.017,0.431
8/10/2022,0,0.057,0.011,0.369
8/11/2022,0,0.059,0.013,0.429
8/12/2022,0,0.06,0.011,0.394
8/13/2022,0.001,0.076,0.008,0.318
8/14/2022,0,0.065,0.007,0.297
8/15/2022,0,0.057,0.009,0.36
