time,SO2,O3,NO2,CO
6/22/2022,0,,0.014,0.378
6/23/2022,0,,0.016,0.385
6/24/2022,0,,0.012,0.349
6/25/2022,0,,0.011,0.347
6/26/2022,0,,0.01,0.347
6/27/2022,0,,0.015,0.389
6/28/2022,0,,0.015,0.392
6/29/2022,0,,0.005,0.352
6/30/2022,0,,0.007,0.335
7/1/2022,0,,0.005,0.348
7/2/2022,0,,0.007,0.351
7/3/2022,0,,0.006,0.343
7/4/2022,0,,0.009,0.403
7/5/2022,0,,0.011,0.633
7/6/2022,0,,0.01,0.399
7/7/2022,0,,0.011,0.406
7/8/2022,0,,0.007,0.408
7/9/2022,0,,0.01,0.475
7/10/2022,0,,0.008,0.465
7/11/2022,0,,0.011,0.515
7/12/2022,0,,0.007,0.45
7/13/2022,0,,0.009,0.467
7/14/2022,0,,0.006,0.471
7/15/2022,0,,0.006,0.426
7/16/2022,0,,0.009,
7/17/2022,0,,0.011,
7/18/2022,0.001,,0.009,
7/19/2022,0,,0.012,
7/20/2022,0,,0.008,
7/21/2022,0,,0.009,
7/22/2022,0,,0.012,
7/23/2022,0,,0.007,
7/24/2022,0,,0.007,
7/25/2022,0,,0.007,-0.03
7/26/2022,0,,0.009,-0.073
7/27/2022,0,,0.01,
7/28/2022,0,,0.005,0.224
7/29/2022,0,,0.006,0.242
7/30/2022,0,,0.007,0.233
7/31/2022,0,,0.006,0.232
8/1/2022,0,,0.015,0.351
8/2/2022,0,,0.015,0.381
8/3/2022,0,,0.016,0.316
8/4/2022,0,,0.013,0.279
8/5/2022,0,,0.009,0.28
8/6/2022,0,,0.01,0.302
8/7/2022,0,,0.01,0.298
8/8/2022,0,,0.016,0.348
8/9/2022,0,,0.014,0.383
8/10/2022,0,,0.013,0.394
8/11/2022,0,,0.014,0.271
8/12/2022,0,,0.012,0.304
8/13/2022,0,,0.008,0.306
8/14/2022,0,,0.009,0.368
8/15/2022,0,,0.02,0.403
8/16/2022,0,,0.013,0.444
8/17/2022,0,,0.01,0.323
8/18/2022,0,,0.013,0.374
8/19/2022,0,,0.009,0.316
8/20/2022,0,,0.01,0.359
8/21/2022,0,,0.002,0.337
8/22/2022,0,,0.011,0.396
8/23/2022,0,,0.013,0.451
8/24/2022,0,,0.009,0.428
8/25/2022,0,,0.009,0.451
8/26/2022,0,,0.01,0.488
8/27/2022,0,,0.008,0.462
8/28/2022,0,,0.008,0.511
8/29/2022,0,,0.013,0.563
8/30/2022,0,,0.01,0.345
8/31/2022,0,,0.025,0.411
9/1/2022,0,,0.028,0.437
9/2/2022,0,,0.013,0.418
9/3/2022,0,,0.013,0.449
9/4/2022,0,,0.013,0.522
9/5/2022,0.003,,0.019,0.63
9/6/2022,0.003,,0.029,0.778
9/7/2022,0.002,,0.017,0.48
9/8/2022,0.001,,0.025,0.511
9/9/2022,0.001,,0.015,0.413
9/10/2022,0,,0.013,0.444
9/11/2022,0,,0.019,0.415
9/12/2022,0,,0.01,0.483
9/13/2022,0,,0.011,0.378
9/14/2022,0,,0.013,0.452
9/15/2022,0,,0.011,0.299
9/16/2022,0,,0.01,0.324
9/17/2022,0,,0.006,0.278
9/18/2022,0,,0.005,0.326
9/19/2022,0,,0.013,0.461
9/20/2022,0,,0.021,0.914
9/21/2022,0,,0.015,0.4
9/22/2022,0,,0.018,0.89
9/23/2022,0,,0.025,-0.176
